flat,mrt,mrt_dist,num_mrt_2km,supermarket_dist,num_supermarket_2km,hawker,hawker_dist,num_hawker_2km,school,school_dist,num_school_2km
415 TAMPINES ST 41,TAMPINES MRT STATION,0.653,6,0.404,18,Market Street Food Centre,1.579,1,Tampines North Primary School,0.226,13
408 BEDOK NTH AVE 2,BEDOK MRT STATION,0.597,5,0.316,20,Blk 216 Bedok North Street 1,0.166,7,Fengshan Primary School,0.191,7
113 TAO CHING RD,LAKESIDE MRT STATION,1.281,4,0.214,15,Taman Jurong Market & Food Centre,0.352,3,Lakeside Primary School,0.891,6
440 TAMPINES ST 43,TAMPINES EAST MRT STATION,0.61,5,0.178,18,Market Street Food Centre,1.876,1,Tampines North Primary School,0.323,14
760 PASIR RIS ST 71,PASIR RIS MRT STATION,1.787,1,0.475,5,Market Street Food Centre,3.646,0,Meridian Primary School,0.178,4
403B FERNVALE LANE,FERNVALE LRT STATION,0.503,6,0.374,10,Chomp Chomp Food Centre,2.809,0,Fernvale Primary School,0.233,7
219C BEDOK CTRL,BEDOK MRT STATION,0.408,3,0.241,21,Blk 216 Bedok North Street 1,0.246,8,Bedok Green Primary School,0.51,7
137 BISHAN ST 12,BRADDELL MRT STATION,0.709,7,0.462,12,Blk 210 Toa Payoh Lorong 8,0.543,6,Guangyang Primary School,0.295,13
453A FERNVALE RD,FERNVALE LRT STATION,0.298,7,0.346,7,Chomp Chomp Food Centre,3.492,0,Sengkang Green Primary School,0.184,6
204 BISHAN ST 23,BISHAN MRT STATION,0.431,6,0.497,16,Blk 409 Ang Mo Kio Ave 10,1.214,7,Catholic High School (Primary),0.38,14
308C PUNGGOL WALK,SUMANG LRT STATION,0.077,19,0.0,15,Market Street Food Centre,5.6,0,Valour Primary School,0.13,13
905 JURONG WEST ST 91,PIONEER MRT STATION,1.386,2,0.532,7,Blk 505 Jurong West Street 52,3.833,0,Juying Primary School,0.324,7
779 WOODLANDS CRES,ADMIRALTY MRT STATION,0.77,3,0.126,15,Blks 20/21 Marsiling Lane,2.6,0,Riverside Primary School,0.18,10
627 BT BATOK CTRL,BUKIT BATOK MRT STATION,0.312,2,0.214,15,Market Street Food Centre,1.589,1,Lianhua Primary School,0.598,7
427 CLEMENTI AVE 3,CLEMENTI MRT STATION,0.356,2,0.191,13,Blk 448 Clementi Ave 3,0.156,3,Clementi Primary School,0.359,4
416 PANDAN GDNS,JURONG EAST MRT STATION,1.498,2,0.632,15,Blk 448 Clementi Ave 3,1.995,1,Qifa Primary School,1.273,3
931 TAMPINES ST 91,TAMPINES WEST MRT STATION,0.087,5,0.596,20,Market Street Food Centre,0.617,2,Junyuan Primary School,0.221,13
182 YUNG SHENG RD,LAKESIDE MRT STATION,1.181,3,0.165,14,Taman Jurong Market & Food Centre,0.153,2,Lakeside Primary School,0.7,5
328 TAMPINES ST 32,TAMPINES EAST MRT STATION,0.529,5,0.261,15,Market Street Food Centre,1.747,1,East Spring Primary School,0.381,9
105 BEDOK RESERVOIR RD,KAKI BUKIT MRT STATION,0.648,5,0.637,16,Blk 4A Eunos Crescent,1.114,3,Telok Kurau Primary School,0.292,6
406 CHOA CHU KANG AVE 3,SOUTH VIEW LRT STATION,0.568,6,0.149,10,Market Street Food Centre,4.088,0,Chua Chu Kang Primary School,0.341,6
9 HAIG RD,PAYA LEBAR MRT STATION,0.527,10,0.171,27,Blks 13/14 Haig Road,0.093,10,Haig Girls' School,0.81,10
637 PASIR RIS DR 1,PASIR RIS MRT STATION,1.078,1,0.273,6,Market Street Food Centre,3.506,0,Park View Primary School,0.108,5
73 TELOK BLANGAH HTS,TELOK BLANGAH MRT STATION,0.555,6,0.266,14,Blk 11 Telok Blangah Crescent,1.068,6,Blangah Rise Primary School,0.075,3
755 YISHUN ST 72,YISHUN MRT STATION,0.366,2,0.196,16,Chong Pang Market & Food Centre,0.67,2,Jiemin Primary School,0.263,10
534 JELAPANG RD,JELAPANG LRT STATION,0.255,14,0.249,11,Bukit Timah Market,5.143,0,Greenridge Primary School,0.43,7
370 BT BATOK ST 31,BUKIT GOMBAK MRT STATION,0.264,5,0.13,13,Market Street Food Centre,2.27,0,Dazhong Primary School,0.18,5
126 PENDING RD,PENDING LRT STATION,0.13,14,0.305,12,Bukit Timah Market,4.118,0,Bukit Panjang Primary School,0.299,7
547 JURONG WEST ST 42,LAKESIDE MRT STATION,1.177,2,0.114,9,Blk 505 Jurong West Street 52,0.538,1,Rulang Primary School,0.795,7
64 TELOK BLANGAH DR,TELOK BLANGAH MRT STATION,0.424,5,0.215,13,Blk 11 Telok Blangah Crescent,0.957,5,Blangah Rise Primary School,0.277,4
250 BISHAN ST 22,ANG MO KIO MRT STATION,1.112,4,0.486,16,Blk 724 Ang Mo Kio Ave 6,1.202,3,Catholic High School (Primary),0.8,12
27 BALAM RD,MATTAR MRT STATION,0.511,12,0.221,19,Blks 79/79A Circuit Road,0.434,6,Canossa Catholic Primary School,0.609,7
860B TAMPINES AVE 5,TAMPINES MRT STATION,0.659,4,0.312,14,Market Street Food Centre,1.394,1,Poi Ching School,0.32,9
500 PASIR RIS ST 52,PASIR RIS MRT STATION,0.497,1,0.526,9,Market Street Food Centre,3.392,0,Elias Park Primary School,0.19,7
614 HOUGANG AVE 8,HOUGANG MRT STATION,0.886,3,0.497,20,Market Street Food Centre,1.122,2,Xinmin Primary School,0.307,12
46 STIRLING RD,COMMONWEALTH MRT STATION,0.572,8,0.525,16,Tanglin Halt Market,0.486,5,New Town Primary School,0.211,3
443 YISHUN AVE 11,YISHUN MRT STATION,1.272,2,0.197,16,Chong Pang Market & Food Centre,2.015,0,Huamin Primary School,0.359,10
313D ANCHORVALE RD,TONGKANG LRT STATION,0.365,15,0.552,15,Market Street Food Centre,3.66,0,Anchor Green Primary School,0.202,15
503C CANBERRA LINK,SEMBAWANG MRT STATION,0.361,1,0.466,10,Chong Pang Market & Food Centre,2.159,0,Wellington Primary School,0.168,5
180D RIVERVALE CRES,RUMBIA LRT STATION,0.547,16,0.616,14,Market Street Food Centre,4.306,0,Mee Toh School,0.615,13
373 TAMPINES ST 34,TAMPINES EAST MRT STATION,0.466,5,0.22,16,Market Street Food Centre,1.966,1,East Spring Primary School,0.49,11
804 KING GEORGE'S AVE,LAVENDER MRT STATION,0.233,24,0.052,28,North Bridge Road Market & Food Centre,0.415,8,Stamford Primary School,0.614,4
349 BT BATOK ST 34,BUKIT GOMBAK MRT STATION,0.451,6,0.362,14,Market Street Food Centre,2.443,0,Dazhong Primary School,0.345,6
331 SERANGOON AVE 3,SERANGOON MRT STATION,0.261,5,0.263,11,Serangoon Garden Market,1.536,2,Yangzheng Primary School,0.211,12
661A EDGEDALE PLAINS,KADALOOR LRT STATION,0.387,13,0.411,10,Market Street Food Centre,5.961,0,Waterway Primary School,0.495,8
624 HOUGANG AVE 8,HOUGANG MRT STATION,1.134,3,0.305,18,Market Street Food Centre,1.298,4,Xinmin Primary School,0.165,11
406 SEMBAWANG DR,SEMBAWANG MRT STATION,0.547,1,0.036,13,Chong Pang Market & Food Centre,2.651,0,Endeavour Primary School,0.135,7
334A ANCHORVALE CRES,FARMWAY LRT STATION,0.135,20,0.171,14,Market Street Food Centre,4.362,0,Springdale Primary School,0.415,15
786E WOODLANDS DR 60,ADMIRALTY MRT STATION,0.72,3,0.15,16,Blks 20/21 Marsiling Lane,2.624,0,Riverside Primary School,0.141,10
611 JURONG WEST ST 65,PIONEER MRT STATION,0.405,2,0.497,8,Blk 505 Jurong West Street 52,2.3,0,Jurong West Primary School,0.219,10
214 PASIR RIS ST 21,PASIR RIS MRT STATION,1.464,2,0.323,11,Market Street Food Centre,3.089,0,White Sands Primary School,0.242,7
172 HOUGANG AVE 1,KOVAN MRT STATION,1.171,5,0.37,10,Market Street Food Centre,1.015,2,Paya Lebar Methodist Girls' School (Primary),0.518,6
880 YISHUN ST 81,KHATIB MRT STATION,0.54,2,0.282,12,Chong Pang Market & Food Centre,2.13,0,Naval Base Primary School,0.384,5
67 BEDOK STH AVE 3,TANAH MERAH MRT STATION,0.942,2,0.646,12,Blk 58 New Upper Changi Road,0.665,7,Temasek Primary School,0.219,4
102 WOODLANDS ST 13,WOODLANDS MRT STATION,0.596,4,0.655,8,Blks 20/21 Marsiling Lane,0.939,2,Si Ling Primary School,0.674,9
257B COMPASSVALE RD,SENGKANG MRT STATION,0.196,22,0.27,19,Market Street Food Centre,3.9,0,Compassvale Primary School,0.224,17
114 BEDOK RESERVOIR RD,KAKI BUKIT MRT STATION,0.512,5,0.507,13,Blk 4A Eunos Crescent,1.291,2,Telok Kurau Primary School,0.133,6
929 JURONG WEST ST 92,PIONEER MRT STATION,0.989,3,0.256,9,Blk 505 Jurong West Street 52,3.376,0,Xingnan Primary School,0.202,7
867A TAMPINES ST 83,TAMPINES MRT STATION,1.035,3,0.07,10,Market Street Food Centre,1.664,1,Poi Ching School,0.272,7
614B EDGEFIELD PLAINS,OASIS LRT STATION,0.302,20,0.244,14,Market Street Food Centre,5.533,0,Oasis Primary School,0.224,14
863 YISHUN AVE 4,KHATIB MRT STATION,0.63,2,0.364,14,Chong Pang Market & Food Centre,1.958,1,Naval Base Primary School,0.073,9
467B FERNVALE LINK,THANGGAM LRT STATION,0.27,8,0.42,7,Chomp Chomp Food Centre,3.951,0,Sengkang Green Primary School,0.652,5
195 RIVERVALE DR,COMPASSVALE LRT STATION,0.283,24,0.235,19,Market Street Food Centre,4.151,0,Rivervale Primary School,0.249,19
212A COMPASSVALE DR,KANGKAR LRT STATION,0.362,16,0.241,15,Market Street Food Centre,3.394,0,Seng Kang Primary School,0.343,17
23 JLN MEMBINA,TIONG BAHRU MRT STATION,0.161,6,0.198,20,Beo Crescent Market,0.455,9,Zhangde Primary School,0.119,7
67 KALLANG BAHRU,GEYLANG BAHRU MRT STATION,0.285,10,0.125,27,North Bridge Road Market & Food Centre,1.785,6,Bendemeer Primary School,0.44,5
288A BT BATOK ST 25,BUKIT BATOK MRT STATION,1.292,3,0.402,16,Bukit Timah Market,1.833,1,Keming Primary School,0.455,5
63A LENGKOK BAHRU,REDHILL MRT STATION,0.158,3,0.35,21,Blk 115 Bukit Merah View,0.849,8,Gan Eng Seng Primary School,0.449,6
476A UPP SERANGOON VIEW,KANGKAR LRT STATION,0.826,9,0.083,11,Market Street Food Centre,2.798,0,CHIJ Our Lady of the Nativity,0.816,9
248 KIM KEAT LINK,TOA PAYOH MRT STATION,0.942,7,0.191,20,Blk 75 Toa Payoh Lorong 5,0.608,6,Pei Chun Public School,0.665,9
748 YISHUN ST 72,YISHUN MRT STATION,0.274,2,0.235,16,Chong Pang Market & Food Centre,0.698,2,Jiemin Primary School,0.337,10
84B LOR 2 TOA PAYOH,TOA PAYOH MRT STATION,0.355,8,0.323,18,Blk 93 Toa Payoh Lorong 4,0.425,5,Kheng Cheng School,0.178,10
748A BEDOK RESERVOIR CRES,BEDOK NORTH MRT STATION,0.386,5,0.141,19,Blk 538 Bedok North Street 3,0.628,4,Damai Primary School,0.11,6
65 TEBAN GDNS RD,JURONG EAST MRT STATION,1.283,2,0.098,15,Market Street Food Centre,2.385,0,Fuhua Primary School,1.644,1
115 TECK WHYE LANE,KEAT HONG LRT STATION,0.237,13,0.222,14,Market Street Food Centre,4.196,0,Teck Whye Primary School,0.572,8
292B COMPASSVALE ST,COMPASSVALE LRT STATION,0.217,25,0.307,20,Market Street Food Centre,4.257,0,Compassvale Primary School,0.148,18
1 LOR 7 TOA PAYOH,BRADDELL MRT STATION,0.749,9,0.167,16,Blk 210 Toa Payoh Lorong 8,0.134,5,First Toa Payoh Primary School,0.252,11
752 YISHUN ST 72,YISHUN MRT STATION,0.266,2,0.222,16,Chong Pang Market & Food Centre,0.77,2,Jiemin Primary School,0.406,10
615 YISHUN RING RD,KHATIB MRT STATION,0.378,2,0.287,16,Chong Pang Market & Food Centre,1.534,2,Naval Base Primary School,0.503,9
710 JURONG WEST ST 71,PIONEER MRT STATION,0.649,2,0.298,9,Blk 505 Jurong West Street 52,2.73,0,West Grove Primary School,0.54,8
623C PUNGGOL CTRL,OASIS LRT STATION,0.325,20,0.143,15,Market Street Food Centre,5.301,0,Horizon Primary School,0.217,14
14 BEDOK STH AVE 2,BEDOK MRT STATION,0.751,3,0.181,19,Blk 16 Bedok South Road,0.115,8,Bedok Green Primary School,0.298,6
146 SIMEI ST 2,SIMEI MRT STATION,0.328,8,0.387,17,Market Street Food Centre,1.259,1,Angsana Primary School,0.629,9
125 PENDING RD,PENDING LRT STATION,0.146,14,0.225,12,Bukit Timah Market,4.219,0,Zhenghua Primary School,0.291,7
111 TAMPINES ST 11,TAMPINES MRT STATION,0.751,6,0.18,18,Market Street Food Centre,0.354,1,Tampines Primary School,0.494,10
61 NEW UPP CHANGI RD,TANAH MERAH MRT STATION,0.788,3,0.187,17,Blk 58 New Upper Changi Road,0.165,8,Bedok Green Primary School,0.331,6
601D PUNGGOL CTRL,DAMAI LRT STATION,0.264,22,0.204,14,Market Street Food Centre,5.424,0,Edgefield Primary School,0.318,14
58 C'WEALTH DR,COMMONWEALTH MRT STATION,0.534,7,0.462,17,Tanglin Halt Market,0.315,6,New Town Primary School,0.394,3
610 CHOA CHU KANG ST 62,YEW TEE MRT STATION,0.456,3,0.406,4,Blks 20/21 Marsiling Lane,6.111,0,Unity Primary School,0.508,5
18 MARSILING LANE,WOODLANDS MRT STATION,1.226,3,1.302,6,Blks 20/21 Marsiling Lane,0.068,2,Marsiling Primary School,1.183,7
685C JURONG WEST CTRL 1,BOON LAY MRT STATION,0.487,3,0.382,11,Blk 505 Jurong West Street 52,1.772,1,West Grove Primary School,0.601,11
227A COMPASSVALE DR,KANGKAR LRT STATION,0.393,18,0.269,16,Market Street Food Centre,3.477,0,Seng Kang Primary School,0.279,17
216 PASIR RIS ST 21,PASIR RIS MRT STATION,1.371,2,0.247,11,Market Street Food Centre,3.182,0,White Sands Primary School,0.383,7
519D TAMPINES CTRL 8,TAMPINES MRT STATION,0.402,4,0.594,14,Market Street Food Centre,1.323,1,Poi Ching School,0.509,9
293D COMPASSVALE CRES,CHENG LIM LRT STATION,0.18,24,0.224,18,Market Street Food Centre,4.29,0,Compassvale Primary School,0.375,17
408 SIN MING AVE,MARYMOUNT MRT STATION,1.697,2,0.511,11,Sembawang Hill Food Centre,1.185,3,Ai Tong School,0.367,6
111 WOODLANDS ST 13,WOODLANDS MRT STATION,0.508,4,0.638,10,Blks 20/21 Marsiling Lane,0.83,2,Si Ling Primary School,0.755,9
88 DAWSON RD,QUEENSTOWN MRT STATION,0.389,3,0.076,14,ABC Brickworks Market & Food Centre,0.993,5,Queenstown Primary School,0.192,4
414 HOUGANG AVE 10,HOUGANG MRT STATION,0.568,9,0.353,15,Market Street Food Centre,2.07,0,CHIJ Our Lady of the Nativity,0.25,14
109 HOUGANG AVE 1,KOVAN MRT STATION,0.721,5,0.231,12,Market Street Food Centre,0.556,2,Xinghua Primary School,0.31,6
119 HO CHING RD,LAKESIDE MRT STATION,1.074,4,0.409,14,Taman Jurong Market & Food Centre,0.354,3,Lakeside Primary School,0.804,6
275A COMPASSVALE LINK,BUANGKOK MRT STATION,0.167,14,0.105,16,Market Street Food Centre,2.797,0,North Vista Primary School,0.151,16
102 PASIR RIS ST 12,PASIR RIS MRT STATION,1.153,2,0.184,12,Market Street Food Centre,2.864,0,White Sands Primary School,0.385,9
345 WOODLANDS ST 32,MARSILING MRT STATION,0.683,4,0.354,8,Blks 20/21 Marsiling Lane,1.28,2,Fuchun Primary School,0.305,8
12A MARSILING LANE,WOODLANDS MRT STATION,1.026,3,1.085,7,Blks 20/21 Marsiling Lane,0.283,2,Marsiling Primary School,0.982,8
151 SERANGOON NTH AVE 2,KOVAN MRT STATION,1.569,1,0.152,16,Chomp Chomp Food Centre,1.043,4,Rosyth School,0.39,7
471 SEGAR RD,SEGAR LRT STATION,0.369,11,0.369,8,Bukit Timah Market,5.411,0,Beacon Primary School,0.487,6
328 SEMBAWANG CRES,SEMBAWANG MRT STATION,0.407,1,0.305,12,Chong Pang Market & Food Centre,1.801,2,Sembawang Primary School,0.189,7
907 JURONG WEST ST 91,PIONEER MRT STATION,1.331,2,0.52,7,Blk 505 Jurong West Street 52,3.739,0,Xingnan Primary School,0.273,7
42 BEDOK STH RD,TANAH MERAH MRT STATION,0.887,3,0.32,18,Blk 58 New Upper Changi Road,0.304,8,Bedok Green Primary School,0.384,6
717 JURONG WEST ST 71,PIONEER MRT STATION,0.606,2,0.148,9,Blk 505 Jurong West Street 52,2.439,0,West Grove Primary School,0.28,9
443A FERNVALE RD,FERNVALE LRT STATION,0.233,7,0.207,10,Chomp Chomp Food Centre,3.103,0,Fernvale Primary School,0.098,7
542 BT BATOK ST 52,BUKIT GOMBAK MRT STATION,0.542,2,0.494,16,Market Street Food Centre,1.886,1,Lianhua Primary School,0.338,6
545 BT PANJANG RING RD,SENJA LRT STATION,0.173,14,0.133,11,Bukit Timah Market,4.864,0,West View Primary School,0.429,9
514 WOODLANDS DR 14,WOODLANDS MRT STATION,0.252,5,0.303,14,Blks 20/21 Marsiling Lane,1.717,2,Woodgrove Primary School,0.195,12
611 ANG MO KIO AVE 5,YIO CHU KANG MRT STATION,0.938,2,0.523,9,Sembawang Hill Food Centre,1.13,2,Mayflower Primary School,0.287,5
734 YISHUN AVE 5,YISHUN MRT STATION,0.438,2,0.298,16,Chong Pang Market & Food Centre,0.371,2,Jiemin Primary School,0.189,10
20 DOVER CRES,BUONA VISTA MRT STATION,0.745,7,0.297,17,Blk 20 Ghim Moh Road,0.705,5,Fairfield Methodist School (Primary),0.716,2
242 BT BATOK EAST AVE 5,BUKIT BATOK MRT STATION,0.769,3,0.383,16,Market Street Food Centre,2.218,0,Lianhua Primary School,0.43,7
464 UPP SERANGOON RD,HOUGANG MRT STATION,0.44,6,0.227,15,Market Street Food Centre,1.859,2,CHIJ Our Lady of the Nativity,0.184,12
36 LOR 5 TOA PAYOH,TOA PAYOH MRT STATION,0.899,8,0.383,17,Blk 75 Toa Payoh Lorong 5,0.29,5,Pei Chun Public School,0.284,11
516 BEDOK NTH AVE 2,BEDOK RESERVOIR MRT STATION,0.659,5,0.163,19,Market Street Food Centre,0.246,7,Fengshan Primary School,0.232,6
14A UPP BOON KENG RD,KALLANG MRT STATION,0.424,12,0.116,30,North Bridge Road Market & Food Centre,1.247,9,Bendemeer Primary School,0.933,5
280 YISHUN ST 22,YISHUN MRT STATION,1.034,1,0.283,13,Chong Pang Market & Food Centre,1.225,2,Chongfu School,0.263,9
87 BEDOK NTH ST 4,BEDOK RESERVOIR MRT STATION,0.843,4,0.062,21,Blk 216 Bedok North Street 1,0.848,8,Red Swastika School,0.481,8
454 FAJAR RD,FAJAR LRT STATION,0.079,12,0.133,8,Bukit Timah Market,5.006,0,Beacon Primary School,0.241,6
270A SENGKANG CTRL,BUANGKOK MRT STATION,0.343,16,0.145,17,Market Street Food Centre,3.087,0,North Vista Primary School,0.376,16
826 TAMPINES ST 81,TAMPINES WEST MRT STATION,0.681,4,0.08,14,Market Street Food Centre,1.302,2,Junyuan Primary School,0.645,9
128B PUNGGOL FIELD WALK,CORAL EDGE LRT STATION,0.108,16,0.141,13,Market Street Food Centre,4.793,0,Greendale Primary School,0.391,12
844 TAMPINES ST 82,TAMPINES WEST MRT STATION,0.758,4,0.366,11,Market Street Food Centre,1.169,1,Junyuan Primary School,0.556,9
714 JURONG WEST ST 71,PIONEER MRT STATION,0.631,2,0.175,9,Blk 505 Jurong West Street 52,2.503,0,West Grove Primary School,0.323,9
256 ANG MO KIO AVE 4,ANG MO KIO MRT STATION,1.514,2,0.35,11,Sembawang Hill Food Centre,0.796,2,Ang Mo Kio Primary School,0.432,7
44 BENDEMEER RD,GEYLANG BAHRU MRT STATION,0.592,10,0.442,27,North Bridge Road Market & Food Centre,1.804,4,Bendemeer Primary School,0.144,5
497A TAMPINES ST 45,TAMPINES EAST MRT STATION,0.563,6,0.552,18,Market Street Food Centre,2.189,0,White Sands Primary School,0.736,10
290A COMPASSVALE CRES,CHENG LIM LRT STATION,0.329,25,0.156,18,Market Street Food Centre,4.26,0,Compassvale Primary School,0.217,18
533 ANG MO KIO AVE 5,ANG MO KIO MRT STATION,0.606,2,0.195,12,Blk 724 Ang Mo Kio Ave 6,0.755,4,Jing Shan Primary School,0.235,7
513 HOUGANG AVE 10,HOUGANG MRT STATION,0.312,7,0.392,18,Market Street Food Centre,1.491,2,Montfort Junior School,0.198,11
218 PASIR RIS ST 21,PASIR RIS MRT STATION,1.409,2,0.303,11,Market Street Food Centre,3.248,0,Pasir Ris Primary School,0.367,7
587 ANG MO KIO AVE 3,ANG MO KIO MRT STATION,0.321,2,0.317,13,Blk 724 Ang Mo Kio Ave 6,0.694,4,Jing Shan Primary School,0.228,9
388 BT BATOK WEST AVE 5,BUKIT GOMBAK MRT STATION,0.674,11,0.044,14,Market Street Food Centre,2.856,0,Dazhong Primary School,0.749,5
136 SIMEI ST 1,SIMEI MRT STATION,0.621,7,0.518,14,Market Street Food Centre,1.334,1,Angsana Primary School,0.509,9
417 SERANGOON CTRL,SERANGOON MRT STATION,0.168,6,0.321,13,Market Street Food Centre,1.588,4,Yangzheng Primary School,0.733,9
30 TEBAN GDNS RD,JURONG EAST MRT STATION,1.41,2,0.182,15,Taman Jurong Market & Food Centre,2.48,0,Fuhua Primary School,1.765,1
271 PASIR RIS ST 21,TAMPINES EAST MRT STATION,1.478,2,0.112,11,Market Street Food Centre,3.109,0,White Sands Primary School,0.339,6
649 PUNGGOL CTRL,KADALOOR LRT STATION,0.311,14,0.277,10,Market Street Food Centre,5.302,0,Greendale Primary School,0.299,12
57 TEBAN GDNS RD,JURONG EAST MRT STATION,1.287,2,0.099,16,Taman Jurong Market & Food Centre,2.23,0,Fuhua Primary School,1.552,1
531 JURONG WEST ST 52,LAKESIDE MRT STATION,0.824,2,0.369,10,Blk 505 Jurong West Street 52,0.351,2,Rulang Primary School,0.433,8
328 CLEMENTI AVE 2,CLEMENTI MRT STATION,0.224,2,0.212,14,Blk 448 Clementi Ave 3,0.296,3,Pei Tong Primary School,0.25,5
8 TOH YI DR,BEAUTY WORLD MRT STATION,0.412,2,0.463,8,Bukit Timah Market,0.276,1,Pei Hwa Presbyterian Primary School,0.233,2
527 HOUGANG AVE 6,HOUGANG MRT STATION,0.43,9,0.418,16,Market Street Food Centre,1.807,2,Montfort Junior School,0.18,15
187B RIVERVALE DR,RUMBIA LRT STATION,0.313,23,0.25,20,Market Street Food Centre,4.474,0,Rivervale Primary School,0.174,17
911 TAMPINES ST 91,TAMPINES WEST MRT STATION,0.494,6,0.523,14,Market Street Food Centre,0.748,1,Junyuan Primary School,0.22,12
847 TAMPINES ST 83,TAMPINES WEST MRT STATION,0.859,4,0.332,11,Market Street Food Centre,1.326,1,Poi Ching School,0.569,9
425 CLEMENTI AVE 1,DOVER MRT STATION,0.861,2,0.275,18,Blk 353 Clementi Ave 2,0.526,4,Pei Tong Primary School,0.826,6
899A WOODLANDS DR 50,WOODLANDS MRT STATION,0.814,4,0.208,14,Blks 20/21 Marsiling Lane,2.195,0,Woodlands Ring Primary School,0.26,11
702 HOUGANG AVE 2,HOUGANG MRT STATION,0.679,3,0.581,17,Market Street Food Centre,0.843,2,Holy Innocents' Primary School,0.506,12
234 BT BATOK EAST AVE 5,BUKIT BATOK MRT STATION,0.65,3,0.255,16,Market Street Food Centre,2.065,0,Bukit View Primary School,0.412,7
602 BEDOK RESERVOIR RD,KAKI BUKIT MRT STATION,0.713,5,0.413,13,Blk 4A Eunos Crescent,1.288,2,Telok Kurau Primary School,0.201,6
356A ADMIRALTY DR,SEMBAWANG MRT STATION,0.358,1,0.209,13,Chong Pang Market & Food Centre,2.326,0,Canberra Primary School,0.235,7
541 HOUGANG AVE 8,BUANGKOK MRT STATION,0.633,9,0.431,16,Market Street Food Centre,2.113,0,Punggol Primary School,0.362,15
128 LOR 1 TOA PAYOH,BRADDELL MRT STATION,0.402,8,0.628,18,Blk 93 Toa Payoh Lorong 4,0.581,6,Kheng Cheng School,0.318,10
775 PASIR RIS ST 71,PASIR RIS MRT STATION,1.361,1,0.602,5,Market Street Food Centre,3.283,0,Meridian Primary School,0.29,6
853 JURONG WEST ST 81,PIONEER MRT STATION,1.161,2,0.618,8,Blk 505 Jurong West Street 52,2.835,0,Pioneer Primary School,0.282,8
38B BENDEMEER RD,GEYLANG BAHRU MRT STATION,0.577,9,0.403,27,North Bridge Road Market & Food Centre,1.619,5,Bendemeer Primary School,0.21,6
621 WOODLANDS DR 52,ADMIRALTY MRT STATION,0.786,4,0.513,14,Blks 20/21 Marsiling Lane,2.559,0,Woodlands Ring Primary School,0.117,10
509 JELAPANG RD,SEGAR LRT STATION,0.143,12,0.189,10,Bukit Timah Market,5.274,0,Greenridge Primary School,0.159,7
690A WOODLANDS DR 75,ADMIRALTY MRT STATION,0.889,2,0.234,19,Chong Pang Market & Food Centre,2.556,0,Greenwood Primary School,0.578,10
443A FAJAR RD,FAJAR LRT STATION,0.358,13,0.259,11,Bukit Timah Market,4.697,0,Zhenghua Primary School,0.218,8
181 YUNG SHENG RD,LAKESIDE MRT STATION,1.173,3,0.184,15,Taman Jurong Market & Food Centre,0.12,2,Lakeside Primary School,0.657,5
826 YISHUN ST 81,KHATIB MRT STATION,0.36,2,0.349,11,Chong Pang Market & Food Centre,1.959,2,Peiying Primary School,0.407,5
953 HOUGANG AVE 9,HOUGANG MRT STATION,1.731,7,0.218,17,Chomp Chomp Food Centre,1.789,2,Hougang Primary School,0.393,11
175 LOR 2 TOA PAYOH,TOA PAYOH MRT STATION,0.098,8,0.06,20,Blk 93 Toa Payoh Lorong 4,0.625,6,Kheng Cheng School,0.436,10
530A PASIR RIS DR 1,PASIR RIS MRT STATION,0.215,3,0.133,14,Market Street Food Centre,2.908,0,Elias Park Primary School,0.644,9
105 BEDOK NTH AVE 4,BEDOK RESERVOIR MRT STATION,0.576,4,0.23,20,Market Street Food Centre,0.663,8,Red Swastika School,0.249,8
526 JELAPANG RD,JELAPANG LRT STATION,0.158,14,0.113,11,Bukit Timah Market,5.227,0,Greenridge Primary School,0.291,7
239 CHOA CHU KANG CTRL,KEAT HONG LRT STATION,0.194,11,0.416,14,Market Street Food Centre,4.123,0,South View Primary School,0.283,8
820 JURONG WEST ST 81,PIONEER MRT STATION,0.997,2,0.559,9,Blk 505 Jurong West Street 52,2.614,0,Pioneer Primary School,0.278,8
161 WOODLANDS ST 13,MARSILING MRT STATION,0.102,4,0.1,6,Blks 20/21 Marsiling Lane,1.177,2,Marsiling Primary School,0.056,6
17 LOR 7 TOA PAYOH,TOA PAYOH MRT STATION,1.097,9,0.313,17,Blk 75 Toa Payoh Lorong 5,0.409,5,Pei Chun Public School,0.155,12
405 SERANGOON AVE 1,SERANGOON MRT STATION,0.236,7,0.343,13,Serangoon Garden Market,1.83,4,Yangzheng Primary School,0.48,9
706 PASIR RIS DR 10,PASIR RIS MRT STATION,1.498,1,0.251,6,Market Street Food Centre,3.982,0,Park View Primary School,0.405,4
